"filename", "language", "PHP", "MS SQL", "JSON", "reStructuredText", "XML", "Markdown", "YAML", "comment", "blank", "total"
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Database\DVarP.php", "PHP", 17, 0, 0, 0, 0, 0, 0, 26, 5, 48
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Database\DatabaseAbstract.php", "PHP", 108, 0, 0, 0, 0, 0, 0, 42, 28, 178
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\DateTimeExcel\Constants.php", "PHP", 34, 0, 0, 0, 0, 0, 0, 1, 4, 39
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\DateTimeExcel\Current.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 34, 7, 61
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\DateTimeExcel\Date.php", "PHP", 83, 0, 0, 0, 0, 0, 0, 64, 21, 168
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\DateTimeExcel\DateParts.php", "PHP", 77, 0, 0, 0, 0, 0, 0, 59, 19, 155
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\DateTimeExcel\DateValue.php", "PHP", 101, 0, 0, 0, 0, 0, 0, 46, 17, 164
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\DateTimeExcel\Days.php", "PHP", 34, 0, 0, 0, 0, 0, 0, 20, 9, 63
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\DateTimeExcel\Days360.php", "PHP", 66, 0, 0, 0, 0, 0, 0, 37, 16, 119
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\DateTimeExcel\Difference.php", "PHP", 102, 0, 0, 0, 0, 0, 0, 26, 26, 154
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\DateTimeExcel\Helpers.php", "PHP", 197, 0, 0, 0, 0, 0, 0, 57, 34, 288
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\DateTimeExcel\Month.php", "PHP", 44, 0, 0, 0, 0, 0, 0, 49, 12, 105
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\DateTimeExcel\NetworkDays.php", "PHP", 76, 0, 0, 0, 0, 0, 0, 28, 16, 120
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\DateTimeExcel\Time.php", "PHP", 80, 0, 0, 0, 0, 0, 0, 36, 15, 131
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\DateTimeExcel\TimeParts.php", "PHP", 66, 0, 0, 0, 0, 0, 0, 54, 16, 136
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\DateTimeExcel\TimeValue.php", "PHP", 44, 0, 0, 0, 0, 0, 0, 26, 11, 81
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\DateTimeExcel\Week.php", "PHP", 149, 0, 0, 0, 0, 0, 0, 89, 37, 275
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\DateTimeExcel\WorkDay.php", "PHP", 133, 0, 0, 0, 0, 0, 0, 44, 22, 199
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\DateTimeExcel\YearFrac.php", "PHP", 80, 0, 0, 0, 0, 0, 0, 34, 11, 125
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engine\ArrayArgumentHelper.php", "PHP", 150, 0, 0, 0, 0, 0, 0, 0, 39, 189
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engine\ArrayArgumentProcessor.php", "PHP", 116, 0, 0, 0, 0, 0, 0, 13, 31, 160
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engine\BranchPruner.php", "PHP", 142, 0, 0, 0, 0, 0, 0, 26, 34, 202
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engine\CyclicReferenceStack.php", "PHP", 30, 0, 0, 0, 0, 0, 0, 27, 9, 66
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engine\FormattedNumber.php", "PHP", 86, 0, 0, 0, 0, 0, 0, 36, 26, 148
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engine\Logger.php", "PHP", 61, 0, 0, 0, 0, 0, 0, 51, 15, 127
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engine\Operands\Operand.php", "PHP", 7, 0, 0, 0, 0, 0, 0, 0, 4, 11
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engine\Operands\StructuredReference.php", "PHP", 264, 0, 0, 0, 0, 0, 0, 32, 60, 356
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engineering\BesselI.php", "PHP", 90, 0, 0, 0, 0, 0, 0, 25, 27, 142
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engineering\BesselJ.php", "PHP", 125, 0, 0, 0, 0, 0, 0, 24, 28, 177
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engineering\BesselK.php", "PHP", 82, 0, 0, 0, 0, 0, 0, 27, 22, 131
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engineering\BesselY.php", "PHP", 90, 0, 0, 0, 0, 0, 0, 26, 22, 138
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engineering\BitWise.php", "PHP", 128, 0, 0, 0, 0, 0, 0, 84, 36, 248
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engineering\Compare.php", "PHP", 34, 0, 0, 0, 0, 0, 0, 39, 10, 83
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engineering\Complex.php", "PHP", 55, 0, 0, 0, 0, 0, 0, 50, 16, 121
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engineering\ComplexFunctions.php", "PHP", 257, 0, 0, 0, 0, 0, 0, 269, 67, 593
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engineering\ComplexOperations.php", "PHP", 59, 0, 0, 0, 0, 0, 0, 56, 14, 129
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engineering\Constants.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 3, 3, 12
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engineering\ConvertBase.php", "PHP", 48, 0, 0, 0, 0, 0, 0, 8, 14, 70
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engineering\ConvertBinary.php", "PHP", 70, 0, 0, 0, 0, 0, 0, 75, 19, 164
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engineering\ConvertDecimal.php", "PHP", 97, 0, 0, 0, 0, 0, 0, 94, 23, 214
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engineering\ConvertHex.php", "PHP", 70, 0, 0, 0, 0, 0, 0, 87, 19, 176
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engineering\ConvertOctal.php", "PHP", 68, 0, 0, 0, 0, 0, 0, 90, 17, 175
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engineering\ConvertUOM.php", "PHP", 530, 0, 0, 0, 0, 0, 0, 101, 49, 680
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engineering\EngineeringValidations.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 0, 7, 28
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engineering\Erf.php", "PHP", 58, 0, 0, 0, 0, 0, 0, 39, 13, 110
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Engineering\ErfC.php", "PHP", 46, 0, 0, 0, 0, 0, 0, 22, 10, 78
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Exception.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 3, 6, 23
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\ExceptionHandler.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 7, 4, 25
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\Amortization.php", "PHP", 129, 0, 0, 0, 0, 0, 0, 64, 21, 214
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\CashFlow\CashFlowValidations.php", "PHP", 33, 0, 0, 0, 0, 0, 0, 0, 9, 42
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\CashFlow\Constant\Periodic.php", "PHP", 128, 0, 0, 0, 0, 0, 0, 47, 21, 196
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\CashFlow\Constant\Periodic\Cumulative.php", "PHP", 84, 0, 0, 0, 0, 0, 0, 40, 15, 139
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\CashFlow\Constant\Periodic\Interest.php", "PHP", 132, 0, 0, 0, 0, 0, 0, 60, 22, 214
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\CashFlow\Constant\Periodic\InterestAndPrincipal.php", "PHP", 36, 0, 0, 0, 0, 0, 0, 0, 9, 45
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\CashFlow\Constant\Periodic\Payments.php", "PHP", 74, 0, 0, 0, 0, 0, 0, 31, 12, 117
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\CashFlow\Single.php", "PHP", 57, 0, 0, 0, 0, 0, 0, 36, 15, 108
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\CashFlow\Variable\NonPeriodic.php", "PHP", 234, 0, 0, 0, 0, 0, 0, 38, 31, 303
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\CashFlow\Variable\Periodic.php", "PHP", 93, 0, 0, 0, 0, 0, 0, 45, 20, 158
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\Constants.php", "PHP", 15, 0, 0, 0, 0, 0, 0, 0, 5, 20
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\Coupons.php", "PHP", 214, 0, 0, 0, 0, 0, 0, 159, 35, 408
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\Depreciation.php", "PHP", 159, 0, 0, 0, 0, 0, 0, 71, 36, 266
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\Dollar.php", "PHP", 65, 0, 0, 0, 0, 0, 0, 48, 15, 128
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\FinancialValidations.php", "PHP", 98, 0, 0, 0, 0, 0, 0, 0, 25, 123
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\Helpers.php", "PHP", 30, 0, 0, 0, 0, 0, 0, 22, 7, 59
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\InterestRate.php", "PHP", 38, 0, 0, 0, 0, 0, 0, 23, 11, 72
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\Securities\AccruedInterest.php", "PHP", 83, 0, 0, 0, 0, 0, 0, 56, 13, 152
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\Securities\Price.php", "PHP", 169, 0, 0, 0, 0, 0, 0, 94, 21, 284
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\Securities\Rates.php", "PHP", 76, 0, 0, 0, 0, 0, 0, 46, 13, 135
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\Securities\SecurityValidations.php", "PHP", 26, 0, 0, 0, 0, 0, 0, 0, 7, 33
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\Securities\Yields.php", "PHP", 96, 0, 0, 0, 0, 0, 0, 47, 11, 154
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Financial\TreasuryBill.php", "PHP", 86, 0, 0, 0, 0, 0, 0, 40, 21, 147
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\FormulaParser.php", "PHP", 419, 0, 0, 0, 0, 0, 0, 100, 98, 617
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\FormulaToken.php", "PHP", 60, 0, 0, 0, 0, 0, 0, 58, 14, 132
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Functions.php", "PHP", 212, 0, 0, 0, 0, 0, 0, 88, 53, 353
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Information\ErrorValue.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 27, 11, 73
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Information\ExcelError.php", "PHP", 77, 0, 0, 0, 0, 0, 0, 71, 18, 166
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Information\Value.php", "PHP", 168, 0, 0, 0, 0, 0, 0, 110, 41, 319
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Internal\ExcelArrayPseudoFunctions.php", "PHP", 51, 0, 0, 0, 0, 0, 0, 36, 17, 104
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Internal\MakeMatrix.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 1, 3, 13
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Internal\WildcardMatch.php", "PHP", 32, 0, 0, 0, 0, 0, 0, 1, 7, 40
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Logical\Boolean.php", "PHP", 13, 0, 0, 0, 0, 0, 0, 20, 4, 37
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Logical\Conditional.php", "PHP", 82, 0, 0, 0, 0, 0, 0, 106, 24, 212
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Logical\Operations.php", "PHP", 64, 0, 0, 0, 0, 0, 0, 86, 14, 164
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\LookupRef\Address.php", "PHP", 78, 0, 0, 0, 0, 0, 0, 28, 18, 124
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\LookupRef\ChooseRowsEtc.php", "PHP", 175, 0, 0, 0, 0, 0, 0, 48, 19, 242
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\LookupRef\ExcelMatch.php", "PHP", 187, 0, 0, 0, 0, 0, 0, 34, 29, 250
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\LookupRef\Filter.php", "PHP", 56, 0, 0, 0, 0, 0, 0, 0, 17, 73
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\LookupRef\Formula.php", "PHP", 30, 0, 0, 0, 0, 0, 0, 6, 7, 43
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\LookupRef\HLookup.php", "PHP", 85, 0, 0, 0, 0, 0, 0, 19, 18, 122
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\LookupRef\Helpers.php", "PHP", 62, 0, 0, 0, 0, 0, 0, 0, 13, 75
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\LookupRef\Hyperlink.php", "PHP", 22, 0, 0, 0, 0, 0, 0, 12, 8, 42
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\LookupRef\Indirect.php", "PHP", 76, 0, 0, 0, 0, 0, 0, 34, 19, 129
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\LookupRef\Lookup.php", "PHP", 75, 0, 0, 0, 0, 0, 0, 12, 19, 106
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\LookupRef\LookupBase.php", "PHP", 44, 0, 0, 0, 0, 0, 0, 12, 9, 65
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\LookupRef\LookupRefValidations.php", "PHP", 26, 0, 0, 0, 0, 0, 0, 0, 9, 35
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\LookupRef\Matrix.php", "PHP", 100, 0, 0, 0, 0, 0, 0, 33, 22, 155
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\LookupRef\Offset.php", "PHP", 93, 0, 0, 0, 0, 0, 0, 30, 26, 149
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\LookupRef\RowColumnInformation.php", "PHP", 117, 0, 0, 0, 0, 0, 0, 65, 29, 211
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\LookupRef\Selection.php", "PHP", 29, 0, 0, 0, 0, 0, 0, 14, 9, 52
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\LookupRef\Sort.php", "PHP", 191, 0, 0, 0, 0, 0, 0, 68, 51, 310
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\LookupRef\Unique.php", "PHP", 106, 0, 0, 0, 0, 0, 0, 17, 26, 149
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\LookupRef\VLookup.php", "PHP", 82, 0, 0, 0, 0, 0, 0, 20, 21, 123
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Absolute.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 11, 7, 38
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Angle.php", "PHP", 32, 0, 0, 0, 0, 0, 0, 22, 10, 64
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Arabic.php", "PHP", 59, 0, 0, 0, 0, 0, 0, 19, 15, 93
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Base.php", "PHP", 36, 0, 0, 0, 0, 0, 0, 19, 11, 66
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Ceiling.php", "PHP", 84, 0, 0, 0, 0, 0, 0, 62, 20, 166
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Combinations.php", "PHP", 50, 0, 0, 0, 0, 0, 0, 41, 13, 104
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Exp.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 11, 7, 38
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Factorial.php", "PHP", 71, 0, 0, 0, 0, 0, 0, 39, 17, 127
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Floor.php", "PHP", 103, 0, 0, 0, 0, 0, 0, 67, 22, 192
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Gcd.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 24, 7, 66
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Helpers.php", "PHP", 71, 0, 0, 0, 0, 0, 0, 23, 18, 112
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\IntClass.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 14, 7, 41
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Lcm.php", "PHP", 81, 0, 0, 0, 0, 0, 0, 19, 12, 112
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Logarithms.php", "PHP", 49, 0, 0, 0, 0, 0, 0, 41, 13, 103
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\MatrixFunctions.php", "PHP", 104, 0, 0, 0, 0, 0, 0, 59, 17, 180
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Operations.php", "PHP", 80, 0, 0, 0, 0, 0, 0, 56, 20, 156
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Random.php", "PHP", 52, 0, 0, 0, 0, 0, 0, 35, 11, 98
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Roman.php", "PHP", 820, 0, 0, 0, 0, 0, 0, 14, 13, 847
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Round.php", "PHP", 113, 0, 0, 0, 0, 0, 0, 98, 26, 237
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\SeriesSum.php", "PHP", 33, 0, 0, 0, 0, 0, 0, 13, 8, 54
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Sign.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 12, 7, 39
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Sqrt.php", "PHP", 33, 0, 0, 0, 0, 0, 0, 22, 10, 65
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Subtotal.php", "PHP", 90, 0, 0, 0, 0, 0, 0, 23, 15, 128
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Sum.php", "PHP", 62, 0, 0, 0, 0, 0, 0, 35, 14, 111
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\SumSquares.php", "PHP", 84, 0, 0, 0, 0, 0, 0, 32, 18, 134
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Trig\Cosecant.php", "PHP", 33, 0, 0, 0, 0, 0, 0, 22, 10, 65
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Trig\Cosine.php", "PHP", 57, 0, 0, 0, 0, 0, 0, 44, 16, 117
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Trig\Cotangent.php", "PHP", 58, 0, 0, 0, 0, 0, 0, 44, 17, 119
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Trig\Secant.php", "PHP", 33, 0, 0, 0, 0, 0, 0, 22, 10, 65
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Trig\Sine.php", "PHP", 57, 0, 0, 0, 0, 0, 0, 44, 16, 117
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Trig\Tangent.php", "PHP", 74, 0, 0, 0, 0, 0, 0, 67, 20, 161
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\MathTrig\Trunc.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 17, 6, 37
"c:\wamp64\www\excel_extract\vendor\phpoffice\phpspreadsheet\src\PhpSpreadsheet\Calculation\Statistical\AggregateBase.php", "PHP", 41, 0, 0, 0, 0, 0, 0, 12, 7, 60
